Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13,Topic14,Topic15,Topic16,Topic17,Topic18,Topic19,Topic20,Topic21,Topic22,Topic23,Topic24,Topic25,label
0.04922620198616517,0.02335703758871563,-0.016501458773625167,0.02216506504030197,-0.027940583170271614,-0.011153351870097113,-0.011443206539879725,-0.03115588897938367,0.011149999234710002,0.013105076861415979,0.01138301415519539,0.009751650250782347,-0.011315222001603745,-0.038751074638597914,0.002476189720718146,-0.03214447590443006,-0.011609916440055077,-0.019785386266107027,-0.02571599458951273,-0.013629266845410873,-0.03715783789768099,0.008550478398923365,0.020996911257781026,-0.014549531203576726,0.00684127352826809,vui
0.26803701154647985,0.17619324036527817,-0.23369600404313737,0.07906562510401821,0.029538656166063094,0.25492150496005084,0.030576617368702683,-0.22547433415521684,-0.10668857820770779,0.08443629436320657,-0.03878274949999083,0.11299053237262001,-0.19202088442574508,0.025663504365982002,-0.02536547974574284,-0.21997210511225015,-0.05412924342111012,-0.00695590806718418,-0.02128062266674135,0.08164103399959043,0.18924145161309183,-0.034822028881508704,0.08946880108089508,-0.024055008864264538,0.07573684465827468,vui
0.273534888454348,0.012417134328003987,-0.018884772627603044,0.057478887225540606,0.01933267733306714,0.12404678951091,0.06296393300322878,-0.12610653283151754,-0.11461728557078243,-0.06403056105945219,-0.12108851345487869,-0.014679213167420402,0.04734613579429649,0.04080867559553431,-0.016644524894881562,0.11131746245072537,-0.009510578182248507,-0.0755203277350483,-0.07272980958622036,0.0021939711829408624,0.0035757231443728516,-0.03852680918545996,-0.02960177375611436,0.046333854891433546,-0.03786503559408795,vui
0.20958602107154173,0.0348553675049302,-0.07561100711250453,0.03114099564114338,0.11691531649537121,-0.008730590347145906,-0.03999232014537858,-0.018458735606709437,-0.05732728369553689,0.18761424448330088,0.07243443502250596,-0.024732606140991584,0.10851563280021534,-0.07014082222050046,0.040154024838063414,0.05733091019336958,0.0003010575309598312,0.007533295499613825,0.010005643156733433,-0.029401964869936698,0.04424574427392155,0.10072975653204222,-0.01201983982909406,0.005410338336869506,-0.037084542397378954,vui
0.0025374621669966425,0.003403954595490937,0.0006139673052798667,0.006808930852325338,-0.0013108647031169205,-0.0016878665127562315,-0.0002143771092300947,-0.004659026384462195,0.0008232732043819814,-0.0005621862704750293,0.003483095620835731,0.0030086685533682574,-0.0011302420542750723,-0.002408167663412606,-0.00045654171810843066,0.0008995225810401942,-0.0018940482225459443,-0.0006406860896513415,0.0007909315643350717,-0.0005142123931285643,0.0009937522112936472,0.0014046843525122683,-0.0019562030543809265,-0.0014065852226641932,-0.003506423145494393,vui
0.4558230126923942,-0.0073599140858389535,-0.0208024986437498,-0.001699969976052299,-0.06543169112583126,0.08738137639227729,0.025427390503111918,-0.10283156183393762,-0.16634210410081351,-0.02987682957219154,-0.09338775022478629,-0.010847063022849702,0.009327538334292399,0.07377835383038617,0.06833041132291529,0.1256194026721725,-0.09961352566962642,-0.019445770390149032,-0.056211135750298416,-0.04133052346916169,-0.0877030453092888,0.0023978089763263453,-0.1274145848784835,0.06644282326118571,0.11745578212494526,vui
0.34587912827135636,-0.027484976304771407,-0.011117545474424877,-0.025458505726114695,0.21037493522848943,0.11899740404442616,-0.13952957098379498,0.06640529626027297,-0.051571001091104005,-0.011070428549345566,-0.12974895093714528,-0.08120116683658904,-0.11629852958639568,-0.11538094173006243,-0.04283595433392115,0.10987682248842359,-0.05346452888571014,-0.07019390728730182,-0.05857691042901333,-0.04284452919130264,0.059900554663733244,-0.1286228255272007,0.009338054320878761,0.015642990427766144,-0.14781953032037862,vui
0.30057691306173834,0.46314151894776284,0.10610641742873324,-0.04468051400604154,0.009618083508097843,-0.0015167470481072401,0.0033917958162979094,-0.0008684649496442794,-0.02907112546349692,0.02036749220680812,-0.034733302642640386,-0.019792613113227296,-0.09220856019454525,0.003776992974169266,-0.027863011230303415,-0.019019791489629383,-0.04133032607113673,0.01402434106415794,0.05919337270756278,-0.03372226127803923,0.016544814799766685,0.031947618783074144,-0.017639667852069784,-0.0004607193020753078,0.048880257454475676,vui
0.10461353353880032,-0.01730366263294369,0.04368190367319185,0.20722420610708545,0.0960829661411083,-0.26104258224700333,-0.04127181516788414,-0.2431122227015456,0.034929122691269576,-0.02095709578474011,0.062033789186724725,-0.13977745713593076,-0.09396505715814911,0.028133744358745046,-0.06952130664600818,0.012007019423279256,0.008668731114400108,-0.0032512638818084187,-0.05222381436747583,-0.0058032875340013395,0.01678368474671584,-0.040754404632314604,0.002654874532956166,0.02309742409447067,0.06831953696796522,vui
0.30126195990942783,-0.10776467209149412,0.12302426358093452,-0.03829111083434165,-0.0875541522511826,0.006071460195489558,0.07761205094232386,0.074012157520959,0.09192205423625892,0.08222391631225076,0.036086379194561105,-0.03468576249132636,-0.13939431356846524,-0.0635979506281975,0.0485959798197315,-0.06828186994963424,0.071007678282314,0.07385734008491926,0.10397629551422342,0.01895607247381515,0.03675584428025988,-0.1883244244980074,-0.04620191502263919,0.022699764593201686,0.07239359736335871,vui
0.1469404735891178,0.01648023753063087,0.0011053857175767133,0.032434920608493484,-0.008253022200193845,0.052358455633897315,0.014877270229654948,-0.05108720328324891,-0.017296699469034504,0.04563734489786181,-0.1975212505258217,-0.04423245471341423,-0.07767218905959847,-0.03834114726305813,0.060484383086856684,0.06546042256971853,0.016445244186496826,0.014574155440250107,0.057093574013906016,0.06456775760960454,-0.09489242841493496,0.011342215410825588,-0.10922987817220013,0.12155790355262834,0.07236592422103871,vui
0.24580701151888168,0.002468336027173307,0.000256872699788668,0.000459998592000122,0.09297637563692979,0.06733362977435281,-0.008017412884102144,-0.020778324375602487,0.01963269773627614,-0.002010985300739944,-0.04937314858817793,0.00746965312168268,-0.04478542938287771,0.01063234124319471,0.0013992996165101948,-0.030064872545077455,-0.05385997743032327,-0.0723344404439448,-0.027892688924991513,-0.006331034035157692,-0.0039030428326939657,0.039496518182991186,-0.08925207774549261,0.03685421370129523,-0.05454235602776629,vui
0.2944973142543245,-0.016350921134316052,-0.019416225156366193,0.03207288597851456,-0.004534915101977796,-0.02427307356972795,0.05130278539576266,-0.08489573809963386,-0.08846736866776747,-0.05077870761235278,0.055778035616141176,0.008961392046606823,0.13896380771316813,-0.03559577579565715,0.059921665820771894,-0.005499513567765144,-0.023283474456710074,-0.0892681835020885,0.042607428294615494,0.11472150204988629,0.10543164018067121,0.11631581580549295,0.009477303606362657,0.03523602225375067,-0.045969156565861875,vui
0.4088332320923334,-0.10420618783528192,0.02440024983358666,-0.06201640170450961,0.10169143358938648,-0.014762619745604152,-0.08264326533355688,0.09539164429508376,-0.06256810661279198,-0.005456727287821304,0.21645236259274625,-0.016935656526200715,0.030902954312510115,-0.007020455672818792,0.051866662503143375,0.11491436972750134,-0.16128349659007657,0.005618716689742518,-0.19636025537057164,-0.02747816187538696,-0.026754075216019132,0.02794389840489736,0.06512952328783236,-0.021511023397321534,-0.004189312842043194,vui
0.2199562233574271,0.06918349024990034,-0.0582238282717027,0.010016622352580681,0.04593310970860878,0.07691093143319115,-0.011299123300891374,-0.0649081251790994,-0.022108150025498437,0.009158334499958273,0.01131152646218338,-0.004674043469117123,-0.022798744863701453,0.01525777113211361,-0.05702299365071181,0.08016762828721193,0.11095193724361391,0.07522815072990277,0.0859122811329068,0.03160037670983391,0.05341903999565474,0.16898662034393908,-0.07262268825783627,0.08313299401137697,-0.04611815021404944,vui
0.05391194018669869,0.007531670571222065,-0.008965703986036631,0.05998642969720164,0.01767608504665736,-0.0017056974178968833,-0.011918798706383644,-0.0018473480863135483,-0.005976020315005974,0.01890473768594835,-0.0014825531981052715,0.027318489357823543,0.015580673044902583,-0.008140102397438247,0.0011636651694813416,-0.014676813236969786,-0.00994686557093316,0.03134189402189393,0.026218541574413924,-0.005331346247432318,0.032091919113886154,0.08015703624162109,-0.006231374818331507,0.02515868891778206,0.0026164131853829795,vui
0.21738184111597098,0.6038380422349395,0.2698802629454763,-0.06800295114534456,-0.0396135604743399,-0.018427158404573884,-0.01232590179299172,-0.04571818147662221,-0.1376424913182123,-0.08588773640584678,0.08001062926606041,0.05194019467559422,0.011354574220975643,-0.02346018139312044,-0.01038968618617589,-0.009167157417729426,-0.002531728573329769,-0.0224511304870637,0.05711206328095826,0.028813303975016774,0.0077615535943820445,-0.01440140288615697,-0.017454737593102374,-0.038947305621282596,-0.0028458956686872074,vui
0.31162631181059897,-0.03535694913757687,0.02557592325952207,0.07001470077256869,-0.05156959840696604,0.03624823993538182,0.09446235624589898,-0.06249962378067423,0.0034252006595375363,-0.02681139879227036,-0.11683364437423768,0.041030093161990557,0.06824162611821434,-0.016218725269507406,-0.10180507413291337,0.07236126169810947,0.03413494014173109,0.01800963440190196,-0.07631966892865512,0.0054583053123025554,-0.022239671767736294,0.07407770898134312,0.040491865149057726,-0.06298000534835815,-0.04629440985053969,vui
0.3971774137931397,-0.02983528330736056,-0.038300715362992975,0.05001026026722857,-0.06358918958509953,-0.011557486142556497,0.018061374922875875,-0.039972400226215156,-0.04991091109303284,-0.008534877054785703,0.0033591654134271427,-0.020130122550210648,0.06805098899769639,-0.10152215461056367,0.07296961555928998,0.02572174799407171,0.01701198404589439,-0.04011994966594924,-0.09511463975975766,0.03441972167674949,0.07350165391384503,-0.04012546320235343,0.08994498616155354,-0.031518186677892426,0.05981435991828598,vui
0.12104628029250172,0.12144579284839241,-0.15343770196129983,0.08630136016157929,0.025801996486693866,0.10994878185233725,0.002793058959127404,-0.08209079319038516,-0.03340741613295178,0.18244462535299083,-0.04020764907753731,0.061491936064581476,-0.06030719295160231,0.004014234291278908,-0.05014488492621278,-0.07613626605013668,-0.051182827122176165,-0.03370875570058595,-0.07294714006852825,0.03912024370075658,0.11749225649608364,-0.055876152269087875,0.03886154132059281,-0.006982111452949889,0.04343158081142651,vui
0.2616683383931124,-0.004527973956369751,-0.045201925401635236,0.012822391431752725,0.16410841366781417,-0.05199030882625316,-0.09727257013133962,-0.019837097779598363,-0.020197165604283845,0.022171303394261335,-0.02660259512106252,0.09350064314897406,0.015426090934673082,-0.05490450437578001,0.04306361280218576,-0.011908602299846749,-0.02275094852878013,-0.11405843105838528,0.09704889482103142,0.0015734890810611248,0.051807557709168346,-0.03366408565988197,-0.09066003610622239,-0.030103435115538306,-0.12076367674629719,vui
0.15934858893320453,0.037285524630165046,-0.07869746770265174,0.06206690204766319,0.0034528840701308263,0.1728535346301906,-0.021750416438034218,-0.11411360452711,-0.036162399589019095,0.03817592418922704,-0.11799800692127203,0.0038328268564412154,-0.11582386510791651,-0.0018923556158553794,-0.08528164385626226,-0.026316989123824207,-0.06071953095902333,-0.016084742436896855,-0.1490355062583242,0.09257092985693793,0.0657907374482573,-0.04979741592321584,-0.017421667875448747,0.07896536828813619,0.060098551901466284,vui
0.14122257134650887,0.13532562721449753,-0.2040210544543963,-0.006556661047299527,0.016173329631469256,0.034742288237413946,-0.04755977563040139,-0.031091676515988074,-0.06791471265758234,0.09472689922785728,-0.06029541586426478,-0.04407973997990536,-0.0840203999432769,-0.11961136179020705,0.1502636116736131,-0.02779898777515929,0.013516927303751248,0.11817336116710324,0.16942516185410056,-0.06590011877285534,-0.02355571437122752,0.027263470425456685,0.14879946672317546,-0.068793110074678,-0.10263763203566906,vui
0.2643877115131835,-0.013500404442673268,-0.002035974783282227,0.017854959023801707,0.11613230825582818,0.04385959474985055,-0.10564355949546736,-0.004064937530888677,0.019844450078377863,0.033980237052151,0.12867572741652777,0.04006050797606312,0.06010379425518084,0.05132433614828028,0.04586558389898746,-0.007921449988547961,-0.0809119910308695,0.10194943523846349,-0.09186266292717499,-0.1224028094309665,0.04989431882721841,0.058653650009313746,-0.032316565393668215,-0.034129597034638054,0.0701728618552258,vui
0.30343168373744106,-0.06557010299330232,-0.04995760853536897,-0.03570195223084724,0.20069093392672951,-0.07433008024084803,-0.2318841939923139,0.10732518450775048,0.004935035328158704,-0.09274260254395726,0.02105849002547764,0.02239921254044989,0.15002704448134047,-0.17907778640775446,0.028692665270625823,0.05256294931902471,-0.09961902892863615,0.05567034681086574,0.025113278375786408,-0.25135404289841895,0.24543518635895986,-0.05996355456524987,-0.08673637710035964,0.014368986558851287,-0.10057350374734673,vui
0.30741827145591805,0.3709688012039318,-0.05264688636735666,-0.03898142158621512,-0.017487585313078723,-0.11886120365556155,-0.013337646148757267,0.07774467306996176,-0.019549726093537143,0.032669611018086145,0.02856748548451218,0.07034540620571636,0.016990994477632276,-0.048890459032010045,-0.0390282083393325,0.005960610592220091,0.029335212784173986,-0.008014774236158727,0.024794465381148923,0.05472838464954651,-0.13280648742853463,0.03935972156536841,-0.04676574061368782,-0.05502586461007347,0.014270452018229018,vui
0.1653139815626695,0.08836208974816043,-0.11630091734892671,0.041391225219319094,0.0034045245398207687,0.036501374286137,-0.018636227469438597,-0.0648552029555861,-0.005550355565466235,0.003183234606121979,0.03425364727814286,0.07215331057190938,-0.049218509852850034,-0.047217319610188595,0.0059300212279941415,0.06234004636973179,0.02852013081592621,0.03596732330126197,0.025878560160127073,-0.04390725277857979,0.07451348058589265,0.10147933126999255,-0.032135089599968615,0.030351252242448595,-0.010803538165499376,vui
